property_id,check_in_date,room_category,successful_bookings,capacity,revenue,occupancy_percentage,day_of_week,day_type
16563,2022-05-25,RT1,25,41,2500,60.97560975609756,Wednesday,Weekday
17559,2022-05-25,RT1,22,32,2200,68.75,Wednesday,Weekday
17562,2022-05-25,RT1,9,20,900,45.0,Wednesday,Weekday
17563,2022-05-25,RT1,16,25,1600,64.0,Wednesday,Weekday
18558,2022-05-25,RT1,8,15,800,53.333333333333336,Wednesday,Weekday
18559,2022-05-25,RT1,17,42,1700,40.476190476190474,Wednesday,Weekday
18561,2022-05-25,RT1,20,33,2000,60.60606060606061,Wednesday,Weekday
18562,2022-05-25,RT1,25,38,2500,65.78947368421053,Wednesday,Weekday
18563,2022-05-25,RT1,14,27,1400,51.85185185185185,Wednesday,Weekday
19559,2022-05-25,RT1,13,24,1300,54.166666666666664,Wednesday,Weekday
19561,2022-05-25,RT1,18,36,1800,50.0,Wednesday,Weekday
17564,2022-05-25,RT1,6,16,600,37.5,Wednesday,Weekday
19562,2022-05-25,RT2,14,23,1400,60.86956521739131,Wednesday,Weekday
18563,2022-05-25,RT2,14,29,1400,48.275862068965516,Wednesday,Weekday
17561,2022-05-25,RT2,19,36,1900,52.77777777777778,Wednesday,Weekday
17558,2022-05-25,RT2,25,50,2500,50.0,Wednesday,Weekday
16562,2022-05-25,RT2,22,43,2200,51.162790697674424,Wednesday,Weekday
16561,2022-05-25,RT2,15,24,1500,62.5,Wednesday,Weekday
16558,2022-05-25,RT2,13,22,1300,59.09090909090909,Wednesday,Weekday
19560,2022-05-25,RT2,23,38,2300,60.526315789473685,Wednesday,Weekday
16563,2022-05-25,RT2,21,38,2100,55.26315789473685,Wednesday,Weekday
16559,2022-05-25,RT2,26,41,2600,63.41463414634146,Wednesday,Weekday
19559,2022-05-25,RT2,20,41,2000,48.78048780487805,Wednesday,Weekday
19558,2022-05-25,RT2,17,39,1700,43.58974358974359,Wednesday,Weekday
17559,2022-05-25,RT2,25,39,2500,64.1025641025641,Wednesday,Weekday
16560,2022-05-25,RT2,16,34,1600,47.05882352941176,Wednesday,Weekday
18562,2022-05-25,RT2,22,34,2200,64.70588235294117,Wednesday,Weekday
18559,2022-05-25,RT2,19,44,1900,43.18181818181818,Wednesday,Weekday
17563,2022-05-25,RT2,30,44,3000,68.18181818181817,Wednesday,Weekday
17562,2022-05-25,RT2,11,30,1100,36.666666666666664,Wednesday,Weekday
18558,2022-05-25,RT2,14,30,1400,46.666666666666664,Wednesday,Weekday
17564,2022-05-25,RT2,17,40,1700,42.5,Wednesday,Weekday
18561,2022-05-25,RT2,22,40,2200,55.00000000000001,Wednesday,Weekday
18560,2022-05-25,RT2,25,40,2500,62.5,Wednesday,Weekday
17560,2022-05-25,RT2,24,45,2400,53.333333333333336,Wednesday,Weekday
19561,2022-05-25,RT2,24,45,2400,53.333333333333336,Wednesday,Weekday
19563,2022-05-25,RT2,23,45,2300,51.11111111111111,Wednesday,Weekday
19563,2022-05-25,RT3,15,29,1500,51.724137931034484,Wednesday,Weekday
19562,2022-05-25,RT3,18,29,1800,62.06896551724138,Wednesday,Weekday
19561,2022-05-25,RT3,14,29,1400,48.275862068965516,Wednesday,Weekday
18562,2022-05-25,RT3,18,29,1800,62.06896551724138,Wednesday,Weekday
17558,2022-05-25,RT3,13,27,1300,48.148148148148145,Wednesday,Weekday
17562,2022-05-25,RT3,10,27,1000,37.03703703703704,Wednesday,Weekday
19559,2022-05-25,RT3,14,27,1400,51.85185185185185,Wednesday,Weekday
16559,2022-05-25,RT3,19,32,1900,59.375,Wednesday,Weekday
16558,2022-05-25,RT3,5,8,500,62.5,Wednesday,Weekday
18561,2022-05-25,RT3,18,25,1800,72.0,Wednesday,Weekday
16560,2022-05-25,RT3,8,20,800,40.0,Wednesday,Weekday
18558,2022-05-25,RT3,13,26,1300,50.0,Wednesday,Weekday
18560,2022-05-25,RT3,13,24,1300,54.166666666666664,Wednesday,Weekday
17560,2022-05-25,RT3,14,25,1400,56.00000000000001,Wednesday,Weekday
16562,2022-05-25,RT3,9,18,900,50.0,Wednesday,Weekday
17559,2022-05-25,RT3,10,16,1000,62.5,Wednesday,Weekday
17563,2022-05-25,RT3,10,16,1000,62.5,Wednesday,Weekday
19558,2022-05-25,RT3,10,21,1000,47.61904761904761,Wednesday,Weekday
16561,2022-05-25,RT3,12,21,1200,57.14285714285714,Wednesday,Weekday
16563,2022-05-25,RT3,12,20,1200,60.0,Wednesday,Weekday
17561,2022-05-25,RT3,12,19,1200,63.1578947368421,Wednesday,Weekday
18563,2022-05-25,RT3,12,23,1200,52.17391304347826,Wednesday,Weekday
19560,2022-05-25,RT3,12,19,1200,63.1578947368421,Wednesday,Weekday
17564,2022-05-25,RT3,12,24,1200,50.0,Wednesday,Weekday
18559,2022-05-25,RT3,11,23,1100,47.82608695652174,Wednesday,Weekday
19559,2022-05-25,RT4,2,3,200,66.66666666666666,Wednesday,Weekday
16558,2022-05-25,RT4,2,3,200,66.66666666666666,Wednesday,Weekday
16562,2022-05-25,RT4,4,6,400,66.66666666666666,Wednesday,Weekday
19563,2022-05-25,RT4,4,6,400,66.66666666666666,Wednesday,Weekday
16560,2022-05-25,RT4,4,7,400,57.14285714285714,Wednesday,Weekday
19561,2022-05-25,RT4,4,7,400,57.14285714285714,Wednesday,Weekday
17560,2022-05-25,RT4,5,13,500,38.46153846153847,Wednesday,Weekday
18561,2022-05-25,RT4,5,9,500,55.55555555555556,Wednesday,Weekday
16561,2022-05-25,RT4,7,10,700,70.0,Wednesday,Weekday
17564,2022-05-25,RT4,8,17,800,47.05882352941176,Wednesday,Weekday
18560,2022-05-25,RT4,10,15,1000,66.66666666666666,Wednesday,Weekday
19560,2022-05-25,RT4,9,16,900,56.25,Wednesday,Weekday
18559,2022-05-25,RT4,8,19,800,42.10526315789473,Wednesday,Weekday
17563,2022-05-25,RT4,13,19,1300,68.42105263157895,Wednesday,Weekday
19562,2022-05-25,RT4,9,14,900,64.28571428571429,Wednesday,Weekday
17559,2022-05-25,RT4,9,14,900,64.28571428571429,Wednesday,Weekday
18558,2022-05-25,RT4,9,20,900,45.0,Wednesday,Weekday
18562,2022-05-25,RT4,13,20,1300,65.0,Wednesday,Weekday
18563,2022-05-25,RT4,9,18,900,50.0,Wednesday,Weekday
16563,2022-05-25,RT4,11,18,1100,61.111111111111114,Wednesday,Weekday
16559,2022-05-25,RT4,10,18,1000,55.55555555555556,Wednesday,Weekday
17558,2022-05-25,RT4,3,6,300,50.0,Wednesday,Weekday
17562,2022-05-25,RT4,3,6,300,50.0,Wednesday,Weekday
19558,2022-05-25,RT4,3,7,300,42.857142857142854,Wednesday,Weekday
17561,2022-05-25,RT4,3,4,300,75.0,Wednesday,Weekday
16559,2022-05-26,RT1,21,30,2100,70.0,Thursday,Weekday
18560,2022-05-26,RT1,19,30,1900,63.33333333333333,Thursday,Weekday
19562,2022-05-26,RT1,16,30,1600,53.333333333333336,Thursday,Weekday
19563,2022-05-26,RT1,15,30,1500,50.0,Thursday,Weekday
17558,2022-05-26,RT1,9,19,900,47.368421052631575,Thursday,Weekday
16558,2022-05-26,RT1,12,19,1200,63.1578947368421,Thursday,Weekday
17560,2022-05-26,RT1,21,40,2100,52.5,Thursday,Weekday
19558,2022-05-26,RT1,15,40,1500,37.5,Thursday,Weekday
19560,2022-05-26,RT1,14,26,1400,53.84615384615385,Thursday,Weekday
17561,2022-05-26,RT1,16,26,1600,61.53846153846154,Thursday,Weekday
16560,2022-05-26,RT1,18,34,1800,52.94117647058824,Thursday,Weekday
16561,2022-05-26,RT1,12,18,1200,66.66666666666666,Thursday,Weekday
16562,2022-05-26,RT1,15,31,1500,48.38709677419355,Thursday,Weekday
16563,2022-05-26,RT1,22,41,2200,53.65853658536586,Thursday,Weekday
17559,2022-05-26,RT1,21,32,2100,65.625,Thursday,Weekday
17562,2022-05-26,RT1,9,20,900,45.0,Thursday,Weekday
17563,2022-05-26,RT1,15,25,1500,60.0,Thursday,Weekday
18558,2022-05-26,RT1,8,15,800,53.333333333333336,Thursday,Weekday
18559,2022-05-26,RT1,15,42,1500,35.714285714285715,Thursday,Weekday
18561,2022-05-26,RT1,21,33,2100,63.63636363636363,Thursday,Weekday
18562,2022-05-26,RT1,22,38,2200,57.89473684210527,Thursday,Weekday
18563,2022-05-26,RT1,13,27,1300,48.148148148148145,Thursday,Weekday
19559,2022-05-26,RT1,11,24,1100,45.83333333333333,Thursday,Weekday
19561,2022-05-26,RT1,16,36,1600,44.44444444444444,Thursday,Weekday
17564,2022-05-26,RT1,8,16,800,50.0,Thursday,Weekday
19562,2022-05-26,RT2,15,23,1500,65.21739130434783,Thursday,Weekday
18563,2022-05-26,RT2,15,29,1500,51.724137931034484,Thursday,Weekday
17561,2022-05-26,RT2,23,36,2300,63.888888888888886,Thursday,Weekday
17558,2022-05-26,RT2,25,50,2500,50.0,Thursday,Weekday
16562,2022-05-26,RT2,20,43,2000,46.51162790697674,Thursday,Weekday
16561,2022-05-26,RT2,17,24,1700,70.83333333333334,Thursday,Weekday
16558,2022-05-26,RT2,15,22,1500,68.18181818181817,Thursday,Weekday
19560,2022-05-26,RT2,23,38,2300,60.526315789473685,Thursday,Weekday
16563,2022-05-26,RT2,22,38,2200,57.89473684210527,Thursday,Weekday
16559,2022-05-26,RT2,26,41,2600,63.41463414634146,Thursday,Weekday
19559,2022-05-26,RT2,21,41,2100,51.21951219512195,Thursday,Weekday
19558,2022-05-26,RT2,15,39,1500,38.46153846153847,Thursday,Weekday
17559,2022-05-26,RT2,23,39,2300,58.97435897435898,Thursday,Weekday
16560,2022-05-26,RT2,17,34,1700,50.0,Thursday,Weekday
18562,2022-05-26,RT2,19,34,1900,55.88235294117647,Thursday,Weekday
18559,2022-05-26,RT2,17,44,1700,38.63636363636363,Thursday,Weekday
17563,2022-05-26,RT2,26,44,2600,59.09090909090909,Thursday,Weekday
17562,2022-05-26,RT2,11,30,1100,36.666666666666664,Thursday,Weekday
18558,2022-05-26,RT2,15,30,1500,50.0,Thursday,Weekday
17564,2022-05-26,RT2,17,40,1700,42.5,Thursday,Weekday
18561,2022-05-26,RT2,23,40,2300,57.49999999999999,Thursday,Weekday
18560,2022-05-26,RT2,27,40,2700,67.5,Thursday,Weekday
17560,2022-05-26,RT2,21,45,2100,46.666666666666664,Thursday,Weekday
19561,2022-05-26,RT2,23,45,2300,51.11111111111111,Thursday,Weekday
19563,2022-05-26,RT2,22,45,2200,48.888888888888886,Thursday,Weekday
19563,2022-05-26,RT3,13,29,1300,44.827586206896555,Thursday,Weekday
19562,2022-05-26,RT3,20,29,2000,68.96551724137932,Thursday,Weekday
19561,2022-05-26,RT3,15,29,1500,51.724137931034484,Thursday,Weekday
18562,2022-05-26,RT3,19,29,1900,65.51724137931035,Thursday,Weekday
17558,2022-05-26,RT3,14,27,1400,51.85185185185185,Thursday,Weekday
17562,2022-05-26,RT3,13,27,1300,48.148148148148145,Thursday,Weekday
19559,2022-05-26,RT3,15,27,1500,55.55555555555556,Thursday,Weekday
16559,2022-05-26,RT3,23,32,2300,71.875,Thursday,Weekday
16558,2022-05-26,RT3,5,8,500,62.5,Thursday,Weekday
18560,2022-05-26,RT3,15,24,1500,62.5,Thursday,Weekday
16563,2022-05-26,RT3,13,20,1300,65.0,Thursday,Weekday
16561,2022-05-26,RT3,14,21,1400,66.66666666666666,Thursday,Weekday
18561,2022-05-26,RT3,14,25,1400,56.00000000000001,Thursday,Weekday
16562,2022-05-26,RT3,9,18,900,50.0,Thursday,Weekday
16560,2022-05-26,RT3,10,20,1000,50.0,Thursday,Weekday
17563,2022-05-26,RT3,10,16,1000,62.5,Thursday,Weekday
19558,2022-05-26,RT3,10,21,1000,47.61904761904761,Thursday,Weekday
17564,2022-05-26,RT3,10,24,1000,41.66666666666667,Thursday,Weekday
17559,2022-05-26,RT3,12,16,1200,75.0,Thursday,Weekday
17560,2022-05-26,RT3,12,25,1200,48.0,Thursday,Weekday
17561,2022-05-26,RT3,12,19,1200,63.1578947368421,Thursday,Weekday
18558,2022-05-26,RT3,12,26,1200,46.15384615384615,Thursday,Weekday
18563,2022-05-26,RT3,12,23,1200,52.17391304347826,Thursday,Weekday
19560,2022-05-26,RT3,12,19,1200,63.1578947368421,Thursday,Weekday
18559,2022-05-26,RT3,11,23,1100,47.82608695652174,Thursday,Weekday
17562,2022-05-26,RT4,2,6,200,33.33333333333333,Thursday,Weekday
19559,2022-05-26,RT4,2,3,200,66.66666666666666,Thursday,Weekday
16558,2022-05-26,RT4,2,3,200,66.66666666666666,Thursday,Weekday
16560,2022-05-26,RT4,4,7,400,57.14285714285714,Thursday,Weekday
19561,2022-05-26,RT4,4,7,400,57.14285714285714,Thursday,Weekday
18561,2022-05-26,RT4,5,9,500,55.55555555555556,Thursday,Weekday
16561,2022-05-26,RT4,6,10,600,60.0,Thursday,Weekday
17560,2022-05-26,RT4,6,13,600,46.15384615384615,Thursday,Weekday
17564,2022-05-26,RT4,6,17,600,35.294117647058826,Thursday,Weekday
18560,2022-05-26,RT4,8,15,800,53.333333333333336,Thursday,Weekday
19560,2022-05-26,RT4,10,16,1000,62.5,Thursday,Weekday
18559,2022-05-26,RT4,8,19,800,42.10526315789473,Thursday,Weekday
17563,2022-05-26,RT4,12,19,1200,63.1578947368421,Thursday,Weekday
19562,2022-05-26,RT4,8,14,800,57.14285714285714,Thursday,Weekday
17559,2022-05-26,RT4,9,14,900,64.28571428571429,Thursday,Weekday
18558,2022-05-26,RT4,10,20,1000,50.0,Thursday,Weekday
18562,2022-05-26,RT4,13,20,1300,65.0,Thursday,Weekday
18563,2022-05-26,RT4,9,18,900,50.0,Thursday,Weekday
16563,2022-05-26,RT4,11,18,1100,61.111111111111114,Thursday,Weekday
16559,2022-05-26,RT4,12,18,1200,66.66666666666666,Thursday,Weekday
16562,2022-05-26,RT4,3,6,300,50.0,Thursday,Weekday
17558,2022-05-26,RT4,3,6,300,50.0,Thursday,Weekday
19563,2022-05-26,RT4,3,6,300,50.0,Thursday,Weekday
19558,2022-05-26,RT4,3,7,300,42.857142857142854,Thursday,Weekday
17561,2022-05-26,RT4,3,4,300,75.0,Thursday,Weekday
19563,2022-05-27,RT3,14,29,1400,48.275862068965516,Friday,Weekday
18560,2022-05-27,RT1,19,30,1900,63.33333333333333,Friday,Weekday
19562,2022-05-27,RT1,17,30,1700,56.666666666666664,Friday,Weekday
19563,2022-05-27,RT1,16,30,1600,53.333333333333336,Friday,Weekday
17558,2022-05-27,RT1,10,19,1000,52.63157894736842,Friday,Weekday
16558,2022-05-27,RT1,12,19,1200,63.1578947368421,Friday,Weekday
17560,2022-05-27,RT1,18,40,1800,45.0,Friday,Weekday
19558,2022-05-27,RT1,19,40,1900,47.5,Friday,Weekday
19560,2022-05-27,RT1,18,26,1800,69.23076923076923,Friday,Weekday
17561,2022-05-27,RT1,16,26,1600,61.53846153846154,Friday,Weekday
16560,2022-05-27,RT1,19,34,1900,55.88235294117647,Friday,Weekday
16561,2022-05-27,RT1,10,18,1000,55.55555555555556,Friday,Weekday
16562,2022-05-27,RT1,15,31,1500,48.38709677419355,Friday,Weekday
16563,2022-05-27,RT1,23,41,2300,56.09756097560976,Friday,Weekday
17559,2022-05-27,RT1,19,32,1900,59.375,Friday,Weekday
17562,2022-05-27,RT1,9,20,900,45.0,Friday,Weekday
17563,2022-05-27,RT1,15,25,1500,60.0,Friday,Weekday
18558,2022-05-27,RT1,8,15,800,53.333333333333336,Friday,Weekday
18559,2022-05-27,RT1,18,42,1800,42.857142857142854,Friday,Weekday
18561,2022-05-27,RT1,20,33,2000,60.60606060606061,Friday,Weekday
18562,2022-05-27,RT1,21,38,2100,55.26315789473685,Friday,Weekday
18563,2022-05-27,RT1,13,27,1300,48.148148148148145,Friday,Weekday
19559,2022-05-27,RT1,13,24,1300,54.166666666666664,Friday,Weekday
19561,2022-05-27,RT1,18,36,1800,50.0,Friday,Weekday
17564,2022-05-27,RT1,6,16,600,37.5,Friday,Weekday
19562,2022-05-27,RT2,14,23,1400,60.86956521739131,Friday,Weekday
18563,2022-05-27,RT2,15,29,1500,51.724137931034484,Friday,Weekday
17561,2022-05-27,RT2,19,36,1900,52.77777777777778,Friday,Weekday
17558,2022-05-27,RT2,26,50,2600,52.0,Friday,Weekday
16562,2022-05-27,RT2,19,43,1900,44.18604651162791,Friday,Weekday
16561,2022-05-27,RT2,13,24,1300,54.166666666666664,Friday,Weekday
16558,2022-05-27,RT2,13,22,1300,59.09090909090909,Friday,Weekday
19560,2022-05-27,RT2,24,38,2400,63.1578947368421,Friday,Weekday
16563,2022-05-27,RT2,26,38,2600,68.42105263157895,Friday,Weekday
16559,2022-05-27,RT2,28,41,2800,68.29268292682927,Friday,Weekday
19559,2022-05-27,RT2,18,41,1800,43.90243902439025,Friday,Weekday
19558,2022-05-27,RT2,16,39,1600,41.02564102564102,Friday,Weekday
17559,2022-05-27,RT2,26,39,2600,66.66666666666666,Friday,Weekday
16560,2022-05-27,RT2,18,34,1800,52.94117647058824,Friday,Weekday
18562,2022-05-27,RT2,22,34,2200,64.70588235294117,Friday,Weekday
18559,2022-05-27,RT2,17,44,1700,38.63636363636363,Friday,Weekday
17563,2022-05-27,RT2,31,44,3100,70.45454545454545,Friday,Weekday
17562,2022-05-27,RT2,13,30,1300,43.333333333333336,Friday,Weekday
18558,2022-05-27,RT2,14,30,1400,46.666666666666664,Friday,Weekday
17564,2022-05-27,RT2,19,40,1900,47.5,Friday,Weekday
18561,2022-05-27,RT2,27,40,2700,67.5,Friday,Weekday
18560,2022-05-27,RT2,28,40,2800,70.0,Friday,Weekday
17560,2022-05-27,RT2,25,45,2500,55.55555555555556,Friday,Weekday
19561,2022-05-27,RT2,24,45,2400,53.333333333333336,Friday,Weekday
19563,2022-05-27,RT2,21,45,2100,46.666666666666664,Friday,Weekday
16559,2022-05-27,RT1,18,30,1800,60.0,Friday,Weekday
19562,2022-05-27,RT3,16,29,1600,55.172413793103445,Friday,Weekday
19561,2022-05-27,RT3,16,29,1600,55.172413793103445,Friday,Weekday
18562,2022-05-27,RT3,20,29,2000,68.96551724137932,Friday,Weekday
17558,2022-05-27,RT3,14,27,1400,51.85185185185185,Friday,Weekday
17562,2022-05-27,RT3,11,27,1100,40.74074074074074,Friday,Weekday
19559,2022-05-27,RT3,15,27,1500,55.55555555555556,Friday,Weekday
16559,2022-05-27,RT3,22,32,2200,68.75,Friday,Weekday
16558,2022-05-27,RT3,5,8,500,62.5,Friday,Weekday
18560,2022-05-27,RT3,16,24,1600,66.66666666666666,Friday,Weekday
16563,2022-05-27,RT3,13,20,1300,65.0,Friday,Weekday
17560,2022-05-27,RT3,13,25,1300,52.0,Friday,Weekday
18561,2022-05-27,RT3,13,25,1300,52.0,Friday,Weekday
16562,2022-05-27,RT3,9,18,900,50.0,Friday,Weekday
17564,2022-05-27,RT3,9,24,900,37.5,Friday,Weekday
17563,2022-05-27,RT3,10,16,1000,62.5,Friday,Weekday
18559,2022-05-27,RT3,10,23,1000,43.47826086956522,Friday,Weekday
19558,2022-05-27,RT3,10,21,1000,47.61904761904761,Friday,Weekday
17559,2022-05-27,RT3,12,16,1200,75.0,Friday,Weekday
17561,2022-05-27,RT3,12,19,1200,63.1578947368421,Friday,Weekday
18558,2022-05-27,RT3,12,26,1200,46.15384615384615,Friday,Weekday
18563,2022-05-27,RT3,12,23,1200,52.17391304347826,Friday,Weekday
19560,2022-05-27,RT3,12,19,1200,63.1578947368421,Friday,Weekday
16560,2022-05-27,RT3,11,20,1100,55.00000000000001,Friday,Weekday
16561,2022-05-27,RT3,11,21,1100,52.38095238095239,Friday,Weekday
19559,2022-05-27,RT4,2,3,200,66.66666666666666,Friday,Weekday
16558,2022-05-27,RT4,2,3,200,66.66666666666666,Friday,Weekday
16560,2022-05-27,RT4,4,7,400,57.14285714285714,Friday,Weekday
17560,2022-05-27,RT4,5,13,500,38.46153846153847,Friday,Weekday
16561,2022-05-27,RT4,6,10,600,60.0,Friday,Weekday
18561,2022-05-27,RT4,6,9,600,66.66666666666666,Friday,Weekday
17564,2022-05-27,RT4,7,17,700,41.17647058823529,Friday,Weekday
18560,2022-05-27,RT4,10,15,1000,66.66666666666666,Friday,Weekday
19560,2022-05-27,RT4,9,16,900,56.25,Friday,Weekday
18559,2022-05-27,RT4,7,19,700,36.84210526315789,Friday,Weekday
17563,2022-05-27,RT4,12,19,1200,63.1578947368421,Friday,Weekday
19562,2022-05-27,RT4,9,14,900,64.28571428571429,Friday,Weekday
17559,2022-05-27,RT4,9,14,900,64.28571428571429,Friday,Weekday
18558,2022-05-27,RT4,11,20,1100,55.00000000000001,Friday,Weekday
18562,2022-05-27,RT4,10,20,1000,50.0,Friday,Weekday
18563,2022-05-27,RT4,10,18,1000,55.55555555555556,Friday,Weekday
16563,2022-05-27,RT4,12,18,1200,66.66666666666666,Friday,Weekday
16559,2022-05-27,RT4,11,18,1100,61.111111111111114,Friday,Weekday
16562,2022-05-27,RT4,3,6,300,50.0,Friday,Weekday
17558,2022-05-27,RT4,3,6,300,50.0,Friday,Weekday
17562,2022-05-27,RT4,3,6,300,50.0,Friday,Weekday
19563,2022-05-27,RT4,3,6,300,50.0,Friday,Weekday
19558,2022-05-27,RT4,3,7,300,42.857142857142854,Friday,Weekday
19561,2022-05-27,RT4,3,7,300,42.857142857142854,Friday,Weekday
17561,2022-05-27,RT4,3,4,300,75.0,Friday,Weekday
16559,2022-05-28,RT1,26,30,2600,86.66666666666667,Saturday,Weekend
18560,2022-05-28,RT1,24,30,2400,80.0,Saturday,Weekend
19562,2022-05-28,RT1,26,30,2600,86.66666666666667,Saturday,Weekend
19563,2022-05-28,RT1,22,30,2200,73.33333333333333,Saturday,Weekend
17558,2022-05-28,RT1,15,19,1500,78.94736842105263,Saturday,Weekend
16558,2022-05-28,RT1,17,19,1700,89.47368421052632,Saturday,Weekend
17560,2022-05-28,RT1,29,40,2900,72.5,Saturday,Weekend
19558,2022-05-28,RT1,25,40,2500,62.5,Saturday,Weekend
19560,2022-05-28,RT1,24,26,2400,92.3076923076923,Saturday,Weekend
17561,2022-05-28,RT1,24,26,2400,92.3076923076923,Saturday,Weekend
16560,2022-05-28,RT1,24,34,2400,70.58823529411765,Saturday,Weekend
16561,2022-05-28,RT1,16,18,1600,88.88888888888889,Saturday,Weekend
16562,2022-05-28,RT1,23,31,2300,74.19354838709677,Saturday,Weekend
16563,2022-05-28,RT1,39,41,3900,95.1219512195122,Saturday,Weekend
17559,2022-05-28,RT1,27,32,2700,84.375,Saturday,Weekend
17562,2022-05-28,RT1,13,20,1300,65.0,Saturday,Weekend
17563,2022-05-28,RT1,25,25,2500,100.0,Saturday,Weekend
18558,2022-05-28,RT1,12,15,1200,80.0,Saturday,Weekend
18559,2022-05-28,RT1,24,42,2400,57.14285714285714,Saturday,Weekend
18561,2022-05-28,RT1,31,33,3100,93.93939393939394,Saturday,Weekend
18562,2022-05-28,RT1,32,38,3200,84.21052631578947,Saturday,Weekend
18563,2022-05-28,RT1,19,27,1900,70.37037037037037,Saturday,Weekend
19559,2022-05-28,RT1,18,24,1800,75.0,Saturday,Weekend
19561,2022-05-28,RT1,26,36,2600,72.22222222222221,Saturday,Weekend
17564,2022-05-28,RT1,9,16,900,56.25,Saturday,Weekend
19562,2022-05-28,RT2,23,23,2300,100.0,Saturday,Weekend
18563,2022-05-28,RT2,20,29,2000,68.96551724137932,Saturday,Weekend
17561,2022-05-28,RT2,32,36,3200,88.88888888888889,Saturday,Weekend
17558,2022-05-28,RT2,36,50,3600,72.0,Saturday,Weekend
16562,2022-05-28,RT2,33,43,3300,76.74418604651163,Saturday,Weekend
16561,2022-05-28,RT2,23,24,2300,95.83333333333334,Saturday,Weekend
16558,2022-05-28,RT2,19,22,1900,86.36363636363636,Saturday,Weekend
19560,2022-05-28,RT2,33,38,3300,86.8421052631579,Saturday,Weekend
16563,2022-05-28,RT2,31,38,3100,81.57894736842105,Saturday,Weekend
16559,2022-05-28,RT2,36,41,3600,87.8048780487805,Saturday,Weekend
19559,2022-05-28,RT2,30,41,3000,73.17073170731707,Saturday,Weekend
19558,2022-05-28,RT2,25,39,2500,64.1025641025641,Saturday,Weekend
17559,2022-05-28,RT2,38,39,3800,97.43589743589743,Saturday,Weekend
16560,2022-05-28,RT2,27,34,2700,79.41176470588235,Saturday,Weekend
18562,2022-05-28,RT2,31,34,3100,91.17647058823529,Saturday,Weekend
18559,2022-05-28,RT2,27,44,2700,61.36363636363637,Saturday,Weekend
17563,2022-05-28,RT2,40,44,4000,90.9090909090909,Saturday,Weekend
17562,2022-05-28,RT2,17,30,1700,56.666666666666664,Saturday,Weekend
18558,2022-05-28,RT2,23,30,2300,76.66666666666667,Saturday,Weekend
17564,2022-05-28,RT2,24,40,2400,60.0,Saturday,Weekend
18561,2022-05-28,RT2,34,40,3400,85.0,Saturday,Weekend
18560,2022-05-28,RT2,33,40,3300,82.5,Saturday,Weekend
17560,2022-05-28,RT2,34,45,3400,75.55555555555556,Saturday,Weekend
19561,2022-05-28,RT2,31,45,3100,68.88888888888889,Saturday,Weekend
19563,2022-05-28,RT2,35,45,3500,77.77777777777779,Saturday,Weekend
19563,2022-05-28,RT3,22,29,2200,75.86206896551724,Saturday,Weekend
19562,2022-05-28,RT3,26,29,2600,89.65517241379311,Saturday,Weekend
19561,2022-05-28,RT3,20,29,2000,68.96551724137932,Saturday,Weekend
18562,2022-05-28,RT3,27,29,2700,93.10344827586206,Saturday,Weekend
17558,2022-05-28,RT3,22,27,2200,81.48148148148148,Saturday,Weekend
17562,2022-05-28,RT3,18,27,1800,66.66666666666666,Saturday,Weekend
19559,2022-05-28,RT3,19,27,1900,70.37037037037037,Saturday,Weekend
16559,2022-05-28,RT3,31,32,3100,96.875,Saturday,Weekend
17560,2022-05-28,RT3,18,25,1800,72.0,Saturday,Weekend
18561,2022-05-28,RT3,24,25,2400,96.0,Saturday,Weekend
16561,2022-05-28,RT3,20,21,2000,95.23809523809523,Saturday,Weekend
16563,2022-05-28,RT3,17,20,1700,85.0,Saturday,Weekend
17561,2022-05-28,RT3,17,19,1700,89.47368421052632,Saturday,Weekend
18558,2022-05-28,RT3,19,26,1900,73.07692307692307,Saturday,Weekend
18560,2022-05-28,RT3,24,24,2400,100.0,Saturday,Weekend
18563,2022-05-28,RT3,16,23,1600,69.56521739130434,Saturday,Weekend
19560,2022-05-28,RT3,17,19,1700,89.47368421052632,Saturday,Weekend
17563,2022-05-28,RT3,15,16,1500,93.75,Saturday,Weekend
17564,2022-05-28,RT3,15,24,1500,62.5,Saturday,Weekend
16558,2022-05-28,RT3,8,8,800,100.0,Saturday,Weekend
18559,2022-05-28,RT3,13,23,1300,56.52173913043478,Saturday,Weekend
19558,2022-05-28,RT3,13,21,1300,61.904761904761905,Saturday,Weekend
16560,2022-05-28,RT3,14,20,1400,70.0,Saturday,Weekend
16562,2022-05-28,RT3,14,18,1400,77.77777777777779,Saturday,Weekend
17559,2022-05-28,RT3,14,16,1400,87.5,Saturday,Weekend
19559,2022-05-28,RT4,2,3,200,66.66666666666666,Saturday,Weekend
17561,2022-05-28,RT4,4,4,400,100.0,Saturday,Weekend
16560,2022-05-28,RT4,5,7,500,71.42857142857143,Saturday,Weekend
16562,2022-05-28,RT4,5,6,500,83.33333333333334,Saturday,Weekend
17558,2022-05-28,RT4,5,6,500,83.33333333333334,Saturday,Weekend
19558,2022-05-28,RT4,5,7,500,71.42857142857143,Saturday,Weekend
19561,2022-05-28,RT4,5,7,500,71.42857142857143,Saturday,Weekend
19563,2022-05-28,RT4,5,6,500,83.33333333333334,Saturday,Weekend
16561,2022-05-28,RT4,9,10,900,90.0,Saturday,Weekend
